Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
HP,8460P,4,"HP Laptop EliteBook 8460P, A Great Deal at under $350",2017-01-27,"Pros:The laptop I received looked like it had never been used, not a single scratch on it and no dead pixels on the screen. It's loaded with 16G RAM and Win 10 Pro, it is a very good buy, with some caveats. Mine also has a 720p webcam, (specs said it did not have a web cam).","Cons:The windows install was not very good. When I first tried to boot up the laptop, it wouldn't boot. I had to allow it to reinstall Windows before it would boot. Then since Windows had been reinstalled, it would not accept the Windows software key and kept trying to get to go to the Windows store to buy a product key, after about another hour of research I found I needed to run all of the updates to be able to get the software key accepted by Windows. The updates themselves took hours to complete. finally, after about 6 hours of mucking with it, the key was accepted. Let me note, this is the first Win 10 machine I have had or even used. I hate what M$ has done in Win 10, first by wanting to know every aspect of your computing life and really pushing you to log in to a Windows account for your machine. And it really sucks that that is very difficult to reset the Windows default programs, especially the Web browser (Edge) and you can NOT delete Cortana, at least not without being a real programmer","Other Thoughts:The upside of all of this is that you CAN secure a Win 10 Pro machine, you CAN make your login local to the machine. It was a bit of a struggle. All totaled, to get booted, updated, registered and configured with basic programs I use, it took me about 12 hours. I would consider the laptop to be a 5 star machine now, but it would kind of tough to get it there. I've been working with Win computers for over 20 years now, if you are not reasonably proficient with computers, this may not be the machine for you. However, if you are good with computers, you could end up with a powerful workhorse computer for a relatively modest price. I wanted a Win 10 computer for a program that required the same, but I vastly prefer Win7 Pro in general. The bottom line, if you need / want a powerful Win 10 Pro machine, at a modest price and you are competent with computers, this is a deal I took one star off because how much work I had to do to get it set up to my liking, it could have been two stars off, but I'm very pleased how nice this machine is now (Win 10 notwithstanding).",1,1
DELL,E5440,5,Product was exactly as specified. No gimmicks or anything.,2018-06-29,"Pros:-All the specs were exactly as listed. I went to Micro Center for the same Laptop (not the exact same spec wise, but model wise yes) and they actually cheated me out of the innate features that were built-in to the laptop already. Joy Systems managed to refurbish the system really well and keep the innate features.- All the previous data has been wiped. I used a program to verify that they actually wiped the computer properly. They did.- Minimal physical wear and tear. I only noticed 1 slight scratch on inspecting it.- Good usage life left. The battery was only 20% used which is really good for a refurbished.- All in all, great purchase. Would highly recommend.","Cons:- Camera quality is so-so but given the age of the laptop's original release date and improvements on the other specs, it's whatever.","Other Thoughts:I was honestly afraid of getting a refurb online after seeing going to Micro Center and getting an item which was wrongly described online. At least I had the inconvenience of returning it to the store asap, but I figured I'd try online since NewEgg was my other go-to tech supplier. Didn't even know who Joy Systems were until I found out they were the ones who refurbed my system, I can definitely recommend Joy Systems to anybody who's cautious about getting a refurbished system.Funny. NewEgg doesn't allow you to mention Micro Center but I refuse to actually say how much better of an experience I had with this refurb from NewEgg/JoySystems than MC. They did it right the first time, and the first time is brings you to the second purchase and recommendations to others really.",2,0
HP,8470P,1,"DEAD ON ARRIVAL: ""Windows installation cannot proceed"". Dead battery too.",2016-06-02,Pros:None.,"Cons:Despite their claim that this refurbished unit ""has undergone a rigorous reconditioning process..."" and ""is fully functional"", it was DEAD ON ARRIVAL showing the error message ""Windows installation cannot proceed"". Dead battery too. It was a gift and I paid $25 of shipping to get it in time. Huge disappointment.",Other Thoughts:I will not be buying from this seller in the future.,3,0
DELL,Latitude E6430S,5,perfect condition,2018-12-19,"Pros:Lt was supposed to b B grade, it only had a small scratch other then that it wase like new. Worked right out of the box no problems activating win 19 pro. It is perfect for every day tasks and light gamming. A lot of computer for a small price",Cons:None,Other Thoughts:Would reccomend this to anyone that needs  a small laptop to carry with them,0,0
HP,2560P,1,COMPLETE GARBAGE,2017-01-25,Pros:NONE,Cons:doesn't work,Other Thoughts:First was dead on arrival after sending it back three times to have it fixed. Still dead. The vender selling these just plain does not care.,0,0
DELL,E5450,4,Updated Review: 10/09/2018,2018-10-09,Pros:Nice size.,"Cons:UPDATE: October 9, 2018Joy Systems sent me another laptop and this one works great! Although it was a major hassle for me to complete this purchase, Joy Systems worked to make sure I was satisfied. I now recommend them for refurbished electronics.-----Joy Systems sent me a laptop with a defective mouse pad. Right button did not work. I sent it back for repair, which meant I might not be able to take it on the business trip I purchased it for. I asked for expedited return shipping so I could take it with me, but they said they couldn't do that even if I paid. I then asked if they could ship it to my business trip location and they took the address, but still sent it to my home address. Back home, I used it for a couple of times to just get it set up. Then the hard drive failed. While I usually buy refurbished, I won't buy one from Joy Systems again.",,0,0
DELL,E6530,5,Looks brand new,2018-07-23,Pros:Fast and good keyboard,Cons:None,,0,0
HP,9470M,1,Fan noise and heats up very quickly.,2017-08-07,Pros:Cheap.,"Cons:You can hear the fan noise. Also it heats up very quickly. I have returned the first one, but second one has the same issue. Not sure how long it will last.",,0,0
DELL,E7440,4,Joy Systems Refurbished Dell,2017-12-01,Pros:Fairly clean body and screenclear and eat start up,"Cons:there's one tiny lil pixel out in the screen, and for some reason there's stickers on the keys...",,0,0
DELL,Latitude E6420,5,As Advertised,2018-10-03,"Pros:Great product, arrived quickly, wonderful performance for the price.",Cons:none,,0,0
HP,640 G1,4,Very Good for the Money,2018-08-08,"Pros:SSD:  I've had a few hard crashes, so an SSD is a great option for me.  Also, the SSD allows the laptop to start very quickly.  no more waiting for the spiral to end.5G:  my old laptop couldn't connect to our 5G home network.  WOW, what a difference.  I now enjoy blazing speed working in the cloud.","Cons:Weight.  The laptop is heavier than I expected.  Granted, this was one detail I didn't research before my purchase.  It isn't too heavy, just heavier than I expected.First laptop had to be retruend as many pixels were not working.  This might be a ""Pro"" has the return was easy and they shipped a new laptop fairly quickly.","Other Thoughts:I would recommend this laptop and I would buy it again.  I was using a commercial grade Lenovo X1 Carbon furnished by my employer.  In my opinion, this laptop performs as good as the Lenovo.",0,0
Lenovo,T440P,5,Refurbished but almost new,2017-12-13,Pros:Simple design that makes a lot of sense. Fast CPU and lots of memory. These laptops are work horses that are perfect for any business.,Cons:The touchpad could use some improvement. I prefer the touchpads on the T420's.,"Other Thoughts:We purchase a lot of used and new products for our business. I find these Lenovo laptops are priced just right for what we need. The T series allows users to use a docking station which is great for mobile users. I also like that fact that these laptops can be completely upgraded without much hassle. Swapping memory, hard drive, or even the cpu is done fairly easy.The seller we purchased from (JoySystems) delivers our products very clean and well packaged. It's hard to tell these are used. Plus they provide a 1 year warranty which is great!",0,0
