Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
DELL,E6330,5,Extremely clean refurbished,2017-08-14,"Pros:Cosmetically 9/10, better than many refurbished systems I have dealt with.  Hardware works as expected, no bloatware.",Cons:None I can think of.,,0,0
DELL,E6220,1,almost zero support,2019-02-10,Pros:good looking piece of scrap metal,"Cons:Have tried on 3 occasions for their support staff to help me fix what I believe to be a small glitch. They sent me a link that doesnt work and only respond 48 hours after email. Can never get a live body which would fix problem in no time, instead I sit with a non functioning laptop for a week hoping I get another email so that I can fix their product. Where do I send my work card? Since they are asking me to do their repair work for them. Not happy.",Other Thoughts:the product could be excellent but the service and support is minimal. If your not tech savvy consider another company.,0,0
Lenovo,T540P,4,"Great deal, excellent condition, nice specs",2018-09-02,Pros:- Speedy delivery on free tier- Much bigger than expected (large screen and full keyboard)- Fast enough to do software development work and even some gaming,Cons:- Minor scratches expected of a refurb,,0,0
DELL,E7440,5,Great Value,2018-03-31,Pros:-SSD is fast- Compact- Thin- SD Card Reader- Came wrapped in factory plastic. Nicely refurbished,Cons:-The screen has little blemishes. But it is a grade B laptop. I expect some kind of flaws,Other Thoughts:-This is a super deal! This laptop would probably be $600 brand new. For all intents and purposes it is like-new but way cheaper.,0,0
DELL,E6430,5,Works great so far...better than the what I bought from Best Buy and had to take back right away.,2017-03-05,"Pros:Seems robust, fast, not loaded with manufacturer software.",Cons:?,Other Thoughts:Would recommend this product.,0,0
HP,650 G1,4,Great for the price,2018-07-24,Pros:Everything has worked perfect,Cons:Took long to ship,Other Thoughts:Good buy i always go threw newegg on refurbished,1,0
DELL,E6330,4,Like a perfectly good hand-me-down,2017-03-05,Pros:Works perfectly and does everything I need - mainly business and internet. The convenience of the built in optical drive with the smaller footprint is worth the extra weight since it won't travel often. Battery life is good. Can't beat the price for what I'm getting.,"Cons:After just a month, no cons in terms of function. There were a bunch of little dings and it wasn't perfectly clean, like a used car imperfectly detailed.","Other Thoughts:Make sure to get all the drivers, etc. updated before diving in with work.",0,0
HP,810 G2,1,Check it real close to ensure everything's ok,2019-03-16,Pros:Price,"Cons:The vendor never bothered to check the laptop, even when the damage is clearly obvious. Its not the first time I buy B grade used laptops from Newegg, but this one is just unacceptable.The one I got seems to have taken a lot of bashing. Not only there are lots of scratches and chipped paints, the base was actually cracked.  Maybe due to the bashing sustained by the laptop, the wifi would only work intermittently, and at times it wont power on unless plugged. later I discovered that one of the arrow keys doesn't work, but when I wanted to open up the back to see if I can repair it, only to find that the screws are worned out, two of them just can't be unscrewed because the + was so worned out it became a crater. As I am two continents away I am not returning it cause the shipping charges would be killing.",Other Thoughts:Beware and if you buy be prepare for the worse. Check really thoroughly right after receipt. Do a keyboard check to make sure all the keys are usable. By only if you can return without paying for a killing rate of shipping charge,0,0
Lenovo,Helix,1,Just terrible,2018-03-27,"Pros:The low price was attractive, although for such legacy and unconventional form factor it might be expected.","Cons:The model was different than that pictured, and what's worse the included power adapter did not match! As it stands, the system is effectively dead-on-arrival... I cannot even try out the hardware for one minute. Will it work with the right cabling? Who knows. Signs point to additional problems down the road. Should I endure a headache as cost of business or can I expect recompense for my fair trade?",Other Thoughts:This experience was unfortunate as I was looking forward to giving this interesting refurbished hardware a spin. However it has turned out to be entirely a waste of my time and money. Thus I could not recommend such a purchase to anyone at the moment; hopefully post-sale support can sort things out but I am quite annoyed.,4,1
HP,2560P,2,Right out the box didn't work...,2016-12-07,Pros:Was in great condition and looked really nice only had 1 ding and like 2 scratches. Great price especially for the specs on this.,Cons:Wouldn't power on so I'm not sure how it actually performs.,,0,0
DELL,E6530,5,Refurbished Dell Latitude,2018-11-13,"Pros:Excellent refurbishment, like a new machine. It was easy to configure and drop essential software on it. It was well shipped and arrived on time. It was really like getting a new machine.",Cons:No cons really. I bought this machine for someone else and configured it for him. I would never buy a machine with Windows for myself as I use GNU/Linux or BSD for personal use.,Other Thoughts:I do recommend these refurbished machines from Newegg. This is the third on I've bought (usually without OS) and all are excellent. If you can live with technology that is a couple years old there is a great savings buying refurbished. This machine comes with a warranty as well.,0,0
DELL,E6330,4,Great Value! Fast!,2016-07-28,"Pros:- Great value for 128GB SSD, 8GB RAM, 3rd generation Intel Core i5 & Intel HD Graphics 4000- HD webcam- Fast boot-up- 3 USB ports (1 is USB 3.0)- Professionally-looking laptop","Cons:- Loud fan (the loud fan noise made me the ""elephant in the room"" and not in a good way -- Google the phrase ""elephant in the room"" if you don't know what that means)",Other Thoughts:- I would recommend this product to other people; it's a great value.,0,0
Lenovo,T430S,5,Laptop was like new.,2016-12-25,Pros:It's a Thinkpad and they are virtually bullet proof.,Cons:None so far.,Other Thoughts:I would recommend this refurbisher.  There were no issues noted.,1,0
DELL,E5450,1,Never again,2019-03-04,Pros:It got here quickly,"Cons:It died after 2 weeks of using it.  I was working and it made a pop sound and the screen looked like a black lava lamp.  I also ordered a processor for another computer that didn't work either.  It said it was under warranty and surprise surprise, it's not",Other Thoughts:Buy NEW from a reputable dealer.,0,0
DELL,E6420,5,DELL Laptop Latitude E6420,2016-05-17,Pros:Prompt delivery of the Joy Systems refurbished laptop. Clean in every respect and the system delivered exceeded the specs offered: processor speed and memory capacity. One year warranty a big plus.,Cons:None,"Other Thoughts:Do not hesitate, great value.",0,0
DELL,E6410,1,Disappointment...,2015-07-15,Pros:None. Got what would have been a great Shell Shocker deal if I'd been shipped a passable unit.,"Cons:Display was broken in a way that would not have been caused during shipping. It was simply ignored during ""refurbishing"".Keyboard was smashed in a corner area, with the result that the 'page-up' key doesn't always register a key stroke.","Other Thoughts:Despite Newegg having a virtually-identical refurbished product in stock (same seller, base model, processor, SSD specs, etc.), I seem to be limited to a product with the very same item number. Very disappointing.",1,0
HP,8460P,5,Use this machine every day. Love it!!!,2017-06-07,Pros:It does everything i need it to on and i have used it daily since purchase with no issues.,Cons:None. Product was exactly what I expected.,Other Thoughts:Great product.,0,0
HP,8570P,3,Nice Specs Kind of,2016-02-18,Pros:Full spec refurb,Cons:Heavy and when I checked installed RAM it indicated only 2GB of RAM total and a single channel.,Other Thoughts:Will contact the refurb company and see if they will make good on the RAM without sending it back.,1,0
DELL,E6430,5,great laptop for the price,2017-12-04,Pros:great price for this refurb product.no issues a week into ownership.,"Cons:none yet.maybe louder on-board speakers, but really... ?",Other Thoughts:quick delivery,0,0
DELL,E5440,5,Great refurb!,2019-01-01,"Pros:For a ""B"" rated refurb this laptop was in pretty nice shape with minimal markings.Windows 10 pro installed and NOTHING else which is a huge plus for me! Absolutely NO bloatware! No ""free trials"" of anything!The BIOS was clean as well.This was better than a new computer in my opinion.There was one small hiccup activating Windows but it was VERY quickly resolved by JoySystem's support crew who replied to me within a few hours via email!Overall I'm VERY happy with my purchase and would not hesitate to buy again!",Cons:None so far.,,0,0
