Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
DELL,E6430,1,I love this computer BUT . . .,2018-07-28,Pros:I love the size and that the charger plugs in the back of the computer. Battery lasts quite a while. I also love Windows 7!,"Cons:I have just started to get a message that says ""This copy of Windows is not genuine."" I bought this computer because it is Windows 7 and I have some old software that I use with my business that will not work on Windows 10. Plus I hate Windows 10. I am doing a show in a week and I need this computer! I am afraid to update/restart this laptop in case it doesn't work. Hopefully it won't restart on its own. I will try restarting and updating it after my show and hopefully I can come back and give you a much better review!!!",Other Thoughts:Hopefully everything will work after the restart. At this time I can't recommend this laptop.,0,0
DELL,E6430,4,Nice system,2017-08-16,Pros:Clean system.  Boots fast with SSD,"Cons:USB 3.0 port recognized my Samsung Phone, but not my USB 3.0 thumb drive.System is warning that the battery is coming to the end of it's life and is about to die.","Other Thoughts:Nice system - if we get 2 yrs out of it, it will be well worth it.",0,0
DELL,E7440,5,So far so good!. Have been using for well over a week. No trace to say it is refurbished.,2018-02-24,Pros:- This product is like new.- Hassle free setup.- Have been using for heavily since bought and works as new.,Cons:No cons as such so far.,Other Thoughts:I like it as a whole. I will recommend this product.,0,0
DELL,E7440,4,Good Dell Laptop at a great price,2017-11-23,Pros:Working good,Cons:NA,,0,0
DELL,E7240,5,Great Deal!,2018-02-21,"Pros:Small, lightweight, fast, easy to set up.","Cons:No cons, this is a great deal.",Other Thoughts:I like the custom instructions that came with my set up.  Saved me a lot of time and effort with the Windows 10 activation.  Great job! nice product.,0,0
DELL,E7240,5,Joy Systems Refurb - Better Than Expected!,2017-11-18,"Pros:- system arrived in good working order -- no issues with motherboard, display, keyboard, etc.- cosmetically in average to above average condition, compared to a similar system received from another refurbisher- Joy Systems' one year warranty is a definite plus",Cons:- aftermarket power supply received with product,Other Thoughts:- A great laptop for a great price!- Highly recommend Joy Systems refurbs based on my experience with this machine compared to another refurbisher's unit (which thankfully had Dell warranty remaining or would have had to have been returned),0,0
DELL,E6440,5,Good computer janky charger,2017-12-08,"Pros:Great price and the computer runs great, no complaints on the computer",Cons:The charger broke immediately,Other Thoughts:I need to buy a new charger but the computer is a great price,0,0
DELL,E6440,3,Good computer. Charger sucks,2017-12-08,Pros:Computer runs smoothly,Cons:The off brand charger broke immediately,Other Thoughts:I wish I could actually use it,1,0
Lenovo,t520,5,"Lenovo B Grade Laptop t520 Intel Core i5 2520M (2.50 GHz) 4 GB Memory 250 GB HDD 15.6"" Windows 7 Home Premium 64-Bit",2016-12-10,Pros:Great Deal. Fresh Windows 7 install with no bloatware. My machine has a 320 GB hard drive instead of 250 like advertised.,Cons:I should have ordered two.,Other Thoughts:It is like brand new with no wear or scratches and runs really fast for an I5 processor.,1,0
Lenovo,t520,1,spotty QA,2015-12-27,Pros:- Great price for the spec- Great RMA process,Cons:- did not work when arrived- usb port on left side completely broken out- left touch pad botton did not work- CPU overheadted in about 10min of running- Waiting on RMA,Other Thoughts:- would not recommend,3,0
Lenovo,X240,5,A great laptop!,2018-02-28,"Pros:Received the laptop promptly, in a good shape -- slight signs of wear, however, every keyboard button, camera, port, works!",Cons:Nothing that I can think of.  I wish it did not have signs of wear but that's what you get for such a low price.,,0,0
Lenovo,X240,3,Replacement Only Ploicy - Beware on the length of time it may take on the replacement,2017-02-23,Pros:- Decent refurbishing.  Appeared to be a new copy of Windows.- Seemingly a good product (based on reviews) at a good price.  Waiting for a functional piece to arrive.- Newegg willing to replace if the product turns up non-functional (Waiting to see if I receive good customer service).,"Cons:- Several keys on the keyboard did not work at all, preventing me from entering Windows license number. Returned for replacement.- After processing the RMA, received email indicating 7 to 10 business days to ""test"" the product before replacement is shipped.  The RMA itself took 1 week to reach Newegg (they only do FedEx Ground across the country).- Original shipping ~3-5 days, return: 7 days, return processing 10 business days ( = 14 days), replacement shipping ~3-5 days.  Adds up to 1 month to acquire the product if you end up in a situation where they failed to test before sending it out.",,2,0
DELL,E6540,5,excellent notebook for business use,2018-08-22,"Pros:like new, big screen, and fast cpu. Great price!",Cons:none,Other Thoughts:I'll buy it again.,0,0
DELL,E6540,5,Exelente calidad del producto y facil de configurar,2018-06-04,"Pros:es muy versatil, exelente configuracion",Cons:entrega en tiempo estipulado,,0,0
DELL,E6420,3,"If you don't get a piece of cra p, is worth it.",2016-02-14,"Pros:You get what it says you'll get... A stupid fast, piece of machinery.","Cons:Don't ever pay to get it sooner, not worth it. On any refurbished, it will probably be broken, and you'll have to return it and wait the same or twice the amount of time that you would've waited if you didn't. So don't waste your money. Make sure to do the updates, the computer does them fast, but they are a lot!","Other Thoughts:In general is a great computer (if they don't sent you something broken and make you waste time and money, like they did with me), so when you get the one that is running great, you'll love it. It is stupid fast. Oh, and if your on the web, and its taking for ever, its not the computer, its your internet speed. Or it might need an update.",0,0
DELL,E6420,1,Doesn't work after 2 months of mild usage,2016-02-10,Pros:Are you kidding??,"Cons:You mean besides the fact that it plain doesn't work anymore after 2 months of using it less than once a week ??!!??!!Ok then it's bulky and not on the light side for a laptop that size.Had to manually re-install bluetooth drivers for the laptop to recognize any bluetooth device and that's when I realized that the company that refurbished the laptop didn't even care enough to re-install the original drivers provided by Dell. They just let Windows ""find"" all the devices which is a bit like ""crossing fingers it'll work and ship the beast"".",Other Thoughts:I have a 4.8lbs brick on my hands that I can't return because it's a refurbished piece of junk!,0,0
HP,8570W,1,Do Your Homework Before Buying!!,2016-09-23,Pros:Solid machine with minimal damage on the outside for a refurb..Everything worked to expectations!,"Cons:Received the computer mislabeled. Battery was not seated properly.After further inspection, the workstation did not meet manufacturer's (HP) details according to specs","Other Thoughts:I've been working in IT and on computers for over 2 decades. What I received did not meet what was advertised based on the original manufacturer. The specs are short on what they are suppose to be according to the manufacturer.Customer Support is great! Inspection team doesn't have a clue!! It's a refurb and I understand that part completely, but I have never purchased a refurb that did not meet original manufacturer's specs.. Newegg failed me this time!! Buyer Beware..",0,0
HP,8570W,4,okay except you sent a charger that doesn't work.,2016-02-21,Pros:Works as advertised.,Cons:okay except you sent a charger that doesn't work.,Other Thoughts:okay except you sent a charger that doesn't work.,0,0
Lenovo,X220,1,Wrong product!,2016-11-04,Pros:I DONT LIKE IT!,Cons:I recieved one X230T with dirty keyboard ( I used much Alcohol to clean it before I tested it) and a battery with 80% health.It's not Refurbished laptop. It's just a used one!I've already applied for a replacement. Now I have to wait for another 1 month to get what I ordered.  And I deserve it?,"Other Thoughts:Anyway, I won't choose so-called 'Refurbished product' anymore. It's just a fancy word for used product.",0,1
Lenovo,X220,5,Fantastic!,2016-10-14,Pros:Expertly refurbishedIncredible value,Cons:None,Other Thoughts:I've purchased refurbished laptops for as long as I can remember.  This is without a doubt the most expertly refurbished laptop I've purchased to date.  You would never know it wasn't brand new.  I will definitely be buying more of these for the office!,0,0
Lenovo,T440,4,Great product for the price!,2018-03-01,"Pros:Solid machine. Easy to setup with Windows 10 Pro 64 bit pre-installed. Bought two of these for the office and they're exactly what we needed. Plenty of power, even for basic ArcGIS tasks if needed.","Cons:My only complaint was that one of the computers had a slightly sloppy trackpad button and loose plastic at the top of the screen. Doesn't affect functionality at all since we use a wireless mouse, but worth mentioning. It's a little clunky using the trackpad on the one computer.  Warranted one egg off the review since that suggests quality control on the refurbs being a little  sloppy.",Other Thoughts:I'd definitely recommend this computer for office tasks - SSD is quick and doesn't seem to hang on editing large files. May purchase another for the office to upgrade old hardware soon.,0,0
Lenovo,T440,4,"Great deal, slow shipping",2017-10-30,Pros:I'm pleased with the machine for the price. Batteries are in good shape. Seller was responsive to ship the charging adapter. The t440 screen is better than the t430. The machine is also lighter. Very nice machine for the price.,"Cons:The seller took nearly a week from receiving the order and shipping it. I understand slow ground shipment but a week from order to shipping? I ordered a x230 from a different refurb outfit and it came with a Win 10 license number which was handy when I added an SSD, not this one. Also they sent a Lenovo power supply with an adapter. The adapter wasn't in the box and they had to ship it separately. There was also a hole in the box where it could have escaped. In any case I had another power supply I could use while awaiting the adapter. If I hadn't I would have had to wait another 5 days to use the computer making the wait over 2 weeks from placing the order. When I called in with the problem the CSR was curious, prompt and helpful.",Other Thoughts:Overall I'm happy with the purchase but the hiccups puts them at 4 eggs rather than 5.,0,0
Lenovo,W540,3,Solid machine for the money ... it's just that touchpad?!?,2018-10-16,"Pros:- for the money, the performance of this machine is great. i actually liked it very much. it's a great performing laptop.","Cons:- needs a mouse. the touchpad is awful. Worst. Ever. Made. Period. the entire touchpad is a mouse button. also, with Windows 10 the driver makes the touchpad unusable. i could place my finger in the middle of the touchpad and the cursor would bounce vertically. it was simply unusable. i disabled all ""special"" actions from the touchpad and also used the ""basic touchpad"" setting that is available in Windows 10. i made the machine a dual boot and the touchpad worked perfectly fine with Linux. did i mention i hate the touchpad in Windows 10?",,0,0
Lenovo,W540,5,Huge upgrade!,2018-05-23,Pros:-Fantastic keyboard-Super fast boot time,Cons:-Rather short battery life,"Other Thoughts:There's a scuff on the bottom, other than that this is a brand new unit as far as I can tell. Would definitely buy again",1,0
HP,8570P,4,First time refurb buyer,2016-06-09,"Pros:Great specs, great price, low shipping cost",Cons:Tiny (65 watt) power supply.  Wasn't thoroughly cleaned.  Had coffee stains (I hope) between keys and some kind of schmutz near the hinge.  There are also these weird stickers on the keyboard keys.  Wasn't expecting that.  Must....resist...urge....to....peel...stickers.......,"Other Thoughts:I would buy again and recommend this based on specs.  Next time, I would like be pictures of the actual unit being purchased.",1,0
HP,8570P,4,This computer rocks!!!,2016-06-08,Pros:Received my computer sooner than exspected . Everthing works great on it. I am very satified with my purchase.,Cons:The only thing  that would make it better is a larger ssd.,,1,0
DELL,M3800,3,Not grade A,2019-01-15,Pros:functional and powerfulstill a deal buying something with this many features refurbished,Cons:had a dent on the lidkeypad had a gouge in itbattery was swellingwrong and missing screws in bottom plate,Other Thoughts:seller did replace the battery for me without any questionit really doesn't appear that joy systems actual value the work they do. for as expensive as this was i would not have expected screws to be colored with a sharpie in an attempt to match them. maybe I got a bad one but I would have considered this a Grade B,0,0
DELL,M3800,1,Defective,2018-04-16,"Pros:-Looks Nice, came as advertised","Cons:-keyboard, touchpad not in working order","Other Thoughts:The Laptop arrived in good condition. A few scratches on the case, but nothing you wouldn't expect from a refurbished product.Unfortunately,  the refurbisher obviously didn't try to do any actual product testing before shipping it. The keyboard is not functional. All the keys will type, but will not always register when pressed, leaving you with sentences that have 3-4 words missing.The touch pad is also not working the way it should. It is not really tracking smoothly, leaving you with a cursor that jumps as it moves across your screen.This is not what I would expect from a Grade A refurbished product. I will be hesitant to buy used from this website again. I've bought plenty of new products here without issue, so I'm dissapointed, especially considering this product is being sold directly from Newegg.I will update the review as I go through the RMA process.",3,0
DELL,E6230,5,So good I picked a second one up!,2019-01-21,"Pros:Good specs, the laptop runs well and the price point is worth if if you aren't going graphics or gaming heavy.The laptop itself is nicely compact with a comfortable weight (sometimes if a laptop is small and light it feels like a toy, which this one does not).The USB ports and HDMI capabilities are also a nice touch on a laptop of this price range.Refurbised well and no complaintsComfortable keyboard too",Cons:The material around the keyboard/mouse takes a little getting used to. The touchpad is basic but functional.Also the charger is a bit bulky - it's heavier than the laptop!,"Other Thoughts:I picked one up, got used to it, then had to buy a laptop for a friend - so I picked up this model again",0,0
DELL,E6230,4,Not an i7 as advertised but still great laptop,2016-10-02,Pros:SSD always a plus. Windows 10 Pro. Sturdy feel. Compact. Not a ton of bloatware. Single 4GB RAM stick allows RAM upgrade without having to toss two 2GB sticks. HDMI port makes is a great multimedia device.,Cons:Not an i7 as advertised.,"Other Thoughts:For the price, this machine really is pretty great and the display is vibrant and crisp despite its small screen.",0,0
Lenovo,ThinkPad T540p,1,Disappointed,2018-12-12,Pros:for being refurbished it looks nice,Cons:does not have the Nvidia GT 730 graphics like it stated in the description. most likely returning for a full refund.,"Other Thoughts:I'm most likely not ordering from new egg again. My delivery was delayed, didn't get a refund for that, and now the product didn't come as described.",0,0
Lenovo,ThinkPad T540p,1,Did not have nvidia graphics card in specification,2018-11-12,"Pros:Nice cpu, decent price, delivered with windows without bloatware.",Cons:Specification said it has an nvidia graphics card.  It did not.  Had to return it.,"Other Thoughts:I like the products they advertise, but be sure what they advertise is actually in the spec or you will waste time like me.  Returned product.  They recevied it on Nov 7.  Awaiting refund still on Nov 11.",0,0
HP,640 G1,5,Exactly as Advertised with Minimal wear/tear,2017-10-23,"Pros:- Laptop looks *almost* new- Really took me a couple minutes to find the flaws- The laptop fits all my needs and is pretty snappy.- I was almost expecting it to be in worse condition than it was- Pretty sure the battery is new, definitely holds a good charge","Cons:- Not so much Cons, just what I've noticed is wrong :- The headphone jack is fully functional but some of the plastic surrounding the port is broken off- 2 laptop keys have a different ""feel"" than the others, not getting stuck but starting to feel sticky.","Other Thoughts:10/10 would buy again10/10 would recommend to a friend*Disclaimer - I'm being offered a reward for my unbiased review. While this may seem suspiciously positive, it is in fact my real opinion. I couldn't be happier with my purchase, especially since I was upgrading from a 10+ yr old macbook that was running Ubuntu and who's battery would die immediately after being unplugged.",0,0
HP,640 G1,4,Solid computer for low price.,2017-09-22,Pros:- For a refurbished model this is pretty good. Computer looks like it's brand new.- No issues with hardware. Running well so far.- Performance is much faster than i expected.,Cons:- Speakers are kind of bad. Can't really blast any music from this. Need to buy external speakers.,Other Thoughts:- I would recommend this product to people who are just looking to upgrade their out of date model like I wise. Obviously isn't the best computer out there but for this price it's solid.,0,0
HP,8460P,4,good deal on refurb laptop,2016-03-18,Pros:quick ship; good warranty / service; I'm happy,"Cons:Laptop HP8460P not in stock, shipped HP8470P instead. laptop did not charge battery. return took 2 weeks. I didn't notice this was purchased through Joy Systems.",,0,0
HP,8460P,4,Nice INTEL I7 with ssd!,2015-12-20,Pros:I just received my laptop at 1:51 p.m. it's now 7:50p.m. I activated the WINDOWS 7 and upgraded to WINDOWS 10 for free. WOW is installed and OFFICE 360 for school.,Cons:I'll be upgrading the RAM to dual channel and a 9 cell battery. It wasn't sent by NEWEGG but fast shipping.,"Other Thoughts:I would buy this product again. I feel even with the minor upgrades I want. The processor, SSD and the overall stout build of the machine is worth the money.",0,0
HP,8470P,5,"HP Laptop EliteBook 8470P Intel Core i5 3rd Gen 3320M (2.60 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 4000 14.1"" Windows 10 Pro 64-Bit",2017-12-09,"Pros:Very clean, no significant scratches, no dead pixels, wifi works, boots reasonably quickly and is stable in operation. A good work machine, not so much for gaming. Love the 540 day warranty! Good value under $300","Cons:A bigger HD (like 1-2 Tb) would be nice, and an SSD would make it faster but I didn't want an SSD, so not a con for me",Other Thoughts:Have not tested the camera or the DVD burner and there is no software installed for the fingerprint reader,0,0
HP,8470P,2,Not terribly impressed,2017-02-11,"Pros:*  No preloaded garbage programs*  Very minor scratches, but it was refurbished*  Price","Cons:*  Needed 18 months of updates*  Very poor performing HDD, the HDD is worthless over 50% load and when executing anything, the HDD is at 100%*  Meh for processing power, nothing special, I have an i3 that runs better than this i5.","Other Thoughts:If you need a very basic laptop for a decent price, this might be for you.  That being said, I am underwhelmed.  I should have gone with the SSD.  I wouldn't recommend this laptop.",0,0
DELL,E6230,2,Won't start up after one night,2018-03-01,"Pros:When it did work, it ran really well and booted up very quickly.","Cons:The day this arrived, I started it up and finished the Windows activation. Then, it shut off for the first time. Both the drive and wifi lights were illuminated and the battery light was blinking. No idea what this means. I took out and put back the battery a few times and it started up again... Worked fine the next day, until I plugged it into power later. After turning it off, it won't turn on anymore. At all. One second of fan, and then the same light pattern. The lights will continue unless it's cut off from all power sources.Can't help but notice that I've got a 19.5v charger here, the laptop says it requires 19.5v, and the battery it came with is an 11.1v battery. Would that have anything to do with it?",Other Thoughts:It really seems like it's up to the condition they have in stock? But I expected more than one day of laptop use at $300.(I'll change my rating if the issue is resolved well.),0,0
DELL,E6230,4,"Good buy, good price, good condition",2017-10-01,"Pros:Price was good, delivery within 3 days",Cons:Nothing so far.,Other Thoughts:Highly recommends it.,0,0
HP,810 G2,5,Great laptop,2017-11-14,Pros:Small enough for portabilityEasy to useFast laptop,Cons:Screen turns 1 direction to turn into a tablet.,,0,0
HP,810 G2,4,Great laptop with quick boot times,2017-11-10,Pros:Boots quickly and can handle Windows Updates wellTouch screen is very responsiveLight and portable,Cons:Minor blemishes but this is a refurbished machine.,,0,0
HP,8460P,5,Great Product!,2016-05-09,"Pros:Good condition and software is functioning as posted. I purchased it for sound recording software. It handles all the softwares, plug-ins, and multiple tracks without a problem.","Cons:A few scratches, but it is refurbished, so that's expected.",Other Thoughts:I recommend this product and will most likely grab another while I still can!,0,0
HP,8460P,1,Dead battery/ missing finger print reader (2nd return),2016-03-23,Pros:The laptop is great if it would just come shipped with all the parts working.,Cons:Dead on arrival battery and a missing finger print reader.,Other Thoughts:Keep your original box and be prepared to return item after testing.,0,1
HP,8460P,1,Shipped with only 4 Gb RAM,2017-05-31,Pros:Okay otherwise.,Cons:Complete waste of time.,Other Thoughts:Returning for refund. What a pain.,0,0
HP,8460P,4,Just what I needed,2017-05-28,Pros:-Sturdy and simple. It has everything I need!,"Cons:-Didn't realize it has no speaker or microphone. It has a webcam, but when I Skyped I heared nothing and the otherside was the same.-No HDMI port, but that series of HPs are like that. I knew this when buying and the adaptor part is only $20.",,0,0
DELL,E6540,2,Joy Systems is a ripoff - their grading system was horribly wrong in my case - this is NOT a grade B system,2018-12-14,"Pros:Needed a laptop for a teen, this seemed like a good deal - i5 processor, 8 GB RAM, and 500GB hard drive ...  $280","Cons:Joy Systems totally exaggerated the Grade B condition of this unit - it is fairly scratched-up (in-line with Grade B), but the battery was cracked in 2 places (which Joy Systems claimed is normal for Grade B - bullcrap), and they shipped it to me with a charging cord that did not REMOTELY fit the unit. They then refused to express-ship replacement parts - they're sending UPS ground instead.","Other Thoughts:I would buy refurb again, but not with Joy Systems as the vendor.",0,0
DELL,E6540,5,Good refurbished laptop,2017-08-11,"Pros:I've gotten quite a few refurbished systems from Joy systems and have always been very happy with them. They don't load their Windows images with bloatware and any issues I have had have been resolved quickly.This particular laptop was in great shape for a B grade, no noticeable wear and everything functions properly. I use these in automotive shops where it isn't worth paying for a new laptop when a great refurbished unit like this works fine.","Cons:No cons so far, you're not buying a new laptop so any blemishes are to be expected. (this one had none)","Other Thoughts:If you're looking for a nearly new laptop, these are a great choice. I'll be purchasing several more in the coming week.s",0,0
DELL,E7250,5,"Great product, works like new",2018-02-28,Pros:screen looked brand new and everything worked like it should,Cons:I originally had an issue with stickers that were placed over every key which looks really bad and blocked the back lit keys.  I contacted the seller and they mailed me out a new key board without the stickers.,Other Thoughts:Good product and great customer service,0,0
DELL,E7250,5,Fast slim laptop,2017-12-11,Pros:-Large SSD-8 gigs of ram-Slim laptop,Cons:-integrated graphics card.,,0,0
Lenovo,T430,5,Exactly What I wanted,2018-01-03,"Pros:Good Product at a good price.Boots windows and a handful of apps in about 10 seconds. Very quiet and capable, windows 10 functionality is good for a 10+ year old lap top. Very clean, with good keyboard and screen, DVD R+ optical drive in ultrabay, and no bloatware.","Cons:There is a vinyl wrap applied to the palmrest, touchpad and keys. The vinyl is sharp on the edges and makes typing less enjoyable.","Other Thoughts:Would recommend to anyone looking for a good value, entry level pc.You will need to download the creators updates and you may need to adjust the palm check sensitivity to get two finger scrolling on the touchpad to work well.",0,0
Lenovo,T430,5,Awesome product!,2017-08-20,Pros:Super fast performanceGreat priceIt really feels like a new PC,Cons:Mouse is somewhat tricky to maneuverDigital finger print to unlock takes longer than typing the password,Other Thoughts:I'd highly recommend this product,0,0
DELL,E7450,1,Bad Windows 10 Pro license,2018-07-24,Pros:Light weight and fast.,"Cons:Joy Computer refurbisher is not very good. We have problems with them before. Their support people know nothing about Windows 10 licensing. Very poorly packed for shipping and the boxes were torn up, laptop loose inside of box.",Other Thoughts:Will get an RMA from Newegg which always works well.,0,0
DELL,E7450,5,"Stuck by Great Grandaughter, but.... It's growing on me the more I use it!",2018-03-31,"Pros:So far so good. Boots fast with an SSD drive and 64 bit Windows 10 Pro. I'm not a fan of Windows 10, but with this Laptop it's a lot easier to take. It's a very light and thin machine and the screen is very sharp and clear. No real issues even though it's a used machine. Great price for a well designed every day use Laptop.","Cons:Small Hard drive, but an External drive will solve that issue.","Other Thoughts:I bought this Dell E7450 for my Great Granddaughter to use for school work. I was hoping it would last her the next three years until she graduates High School. Her Dad bought her a brand new Mac Pro Book the day this arrived! Can't really return it, so I set it up for myself and the more I play with it the more I like it. I think I will get a Docking Station for it. It's fast and maybe over kill for some things, but I like I can pair it with my Echo Dots and my Samsung TV. I'm hoping it will last me now for a few years instead! It's playing my favorite radio station through my Echo Dot paired through Blue Tooth into my 7.1 surround system in my living room right now. Sounds terrific and no Burps yet. The Dot burps a lot trying to play this station and the tuner in the Sony Surround Amp is useless. So I'm happy right now.",0,0
DELL,E6330,5,Great deal & fast shipping,2016-02-13,"Pros:- For the 3 days I've had it, it's been a great computer- The 16 GB RAM & SSD make for a boot time of under 30 seconds","Cons:- One very small dent on the top cover, but as a refurb it's too be expected- No MS Office, but no HP bloatware either",,0,0
DELL,E6330,1,DUD,2015-08-21,"Pros:SSD & RAM, clean screen, does seem to work so far. Nothing wrong with this particular model - my neg comments have to do with the refurbishing.","Cons:Cheap OEM Supply, more wear than in pics, dirty inside, non-original keyboard with stickers on keys (and a little bent near track point), pet hair and dust sticking in keyboard, stains on inside palm rest, back housing missing a screw, obvious dust and dirt inside - was not clean, lot of scuffs and scratches exterior",Other Thoughts:This is not my idea of refurbished. Had much better luck with other refurbs bought at newegg in the past.,0,0
DELL,E6540,2,Worked well but looked like it had been draged behind a car,2018-11-11,Pros:It worked just fine but this was no grade A laptop it looked as though it fell down some cement stairs and they tried to cover it up with stickers,Cons:cosmetically very bad,Other Thoughts:Do not buy!,0,0
DELL,E6540,4,Good experience so far,2018-07-18,Pros:This is my first refurb. I love the fact that I did not pay an outrageous price for the laptop i wanted.,"Cons:Not really a con, but the box the computer was  shipped in was totally torn up when the computer arrived. Hopefully there will be no trouble in the future.",Other Thoughts:I would buy again.,0,0
HP,810 G2,5,Great laptop,2017-11-14,Pros:Small enough for portabilityEasy to useFast laptop,Cons:Screen turns 1 direction to turn into a tablet.,,0,0
HP,810 G2,4,Great laptop with quick boot times,2017-11-10,Pros:Boots quickly and can handle Windows Updates wellTouch screen is very responsiveLight and portable,Cons:Minor blemishes but this is a refurbished machine.,,0,0
HP,8470P,5,"HP Laptop EliteBook 8470P Intel Core i5 3rd Gen 3320M (2.60 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 4000 14.1"" Windows 10 Pro 64-Bit",2017-12-09,"Pros:Very clean, no significant scratches, no dead pixels, wifi works, boots reasonably quickly and is stable in operation. A good work machine, not so much for gaming. Love the 540 day warranty! Good value under $300","Cons:A bigger HD (like 1-2 Tb) would be nice, and an SSD would make it faster but I didn't want an SSD, so not a con for me",Other Thoughts:Have not tested the camera or the DVD burner and there is no software installed for the fingerprint reader,0,0
HP,8470P,2,Not terribly impressed,2017-02-11,"Pros:*  No preloaded garbage programs*  Very minor scratches, but it was refurbished*  Price","Cons:*  Needed 18 months of updates*  Very poor performing HDD, the HDD is worthless over 50% load and when executing anything, the HDD is at 100%*  Meh for processing power, nothing special, I have an i3 that runs better than this i5.","Other Thoughts:If you need a very basic laptop for a decent price, this might be for you.  That being said, I am underwhelmed.  I should have gone with the SSD.  I wouldn't recommend this laptop.",0,0
