Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
,,1,Product is not useable,2018-11-02,Pros:- Cheap- SSD,Cons:- Mousepad frequently stops working- Computer frequently hiccups- Buttons keep getting stuck- Couldn't open edge despite computer literally just booted- RAM and processing is constantly at 30%+ despite not doing anything,Other Thoughts:Bought this laptop for an elderly person in order for that person to stream news and it isn't able to accomplish this function without issues.,0,1
,,5,"Best Metal PC 4G Ram, AWESOME, I bought 4 PCs similar to this one. It is by far the best.",2018-09-12,"Pros:Looks, works, no problem of any kind. Will probably buy the bigger version also, ie 14 inch 8 Gig ram etc.","Cons:None, absolutely none.",Other Thoughts:Strongly recommend. Will buy again. Best for the price. Paid $217,0,0
DELL,XPS15-8949sLV,1,Very Dissatisfied,2016-02-23,"Pros:Very fast, when it runs",Cons:extremely unstablepoor support,"Other Thoughts:I am very unimpressed with Dell. Aside from the nightmare of just getting a laptop ordered the quality of the equipment is simply unacceptable. In mid December I received a top of the line XPS 15 w/16Gb of RAM and a 1Tb Pcie SSD. Within a week it had Blue Screen of Death multiple times a day and the screen would randomly ""flash"". After contacting Dell (and of course running several diagnostics with their on-line techs) they said the hard disk was bad and it was on back order until the end of the month. Jan 5th rolled around and they finally sent the hard disk and a technician showed up to install it. After installation it continued crashing and the tech said it would have to be shipped back to Dell. Even though I had the original shipping box I had to wait 2 days for Dell to ship me an empty box! Off it went to Dell where it stayed for 2.5 weeks. They stated that they replaced the main board and the hard disk. When I received it back I booted it up and immediately had screen flashing. I then ran Dell's on-line diagnostics and guess what? More BSODs. At this point I said I want a refund - their answer? Since it was past 30 days no refund. I know that's the policy, but if it spent 4 weeks waiting on parts or in their hands that shouldn't count. I continued to work with their on-line techs, and finally after about 3 video driver updated the screen flashing has stopped, but it still BSODs (and other USB issues). So in the end I have a very expensive brick. Never again will I buy Dell.",10,0
DELL,XPS15-8949sLV,1,Faulty Components- Replaced Twice,2015-12-01,"Pros:I got the laptop for $500, and for the price is acceptable.","Cons:First product came with a faulty track pad. Shipped in for repair and it came back worse than when shipped. Then fought for a new replacement. Finally received a replacement to find new issues. The OS was improperly installed (Dell provided a backup USB for me to fresh install).  The trackpad is substandard- pressure on the back of the case can cause the mouse to click- or stick when clicked. It is better on my second laptop, but still is the worst I've had on a laptop, $200 netbooks included.Worse are two issues that cannot be fixed- the NVIDIA GPU is worthless. When running games, the computer, after time defaults back to the intel processor. This even after extensive troubleshooting. My guess is that the cooling is not sufficient to run the GPU at capacity. Battlefield runs at about 80 fps for about 10 minutes, then drops to 10 when the hardware switches. When on the GPU, the card runs at about 70C mostly idle, which indicates a cooling problem.Also, there is a distinct, high-pitch coil whine that is enough to drive you mad. Dell has known about the issue in the XPS series laptops since at least 2012 (by my research). They have not fixed it.",Other Thoughts:Go elsewhere for a high-end laptop. I'll never buy DELL again after my experience.,5,4
DELL,XPS15-8949sLV,4,"Good product, should be priced lower",2015-11-11,"Pros:Love the touch screen, and with the SSD it is super fast on startup and all. The back-lit keyboard is nice as well. Screen resolution is outstanding, and it runs relatively quiet, even when the fans turn on. The bluetooth makes it so you never need any cables at all. Build quality is good, and the battery lasts awhile depending on what you are doing.","Cons:The Intel video driver stops responding sometime, and the PC locks up; however it recovers fairly quickly, and you carry on your business. Also, I may have a lemon, but my audio port stopped producing audio from the left channel; the right one still works fine. Dell is currently working on fixing it, and they have great customer service. It would also be nice to have  separate microphone/headphone plugs.","Other Thoughts:Overall this is a solid machine, and is pretty reliable. It has its issues, which you wouldn't expect from something so expensive. I would recommend it, just make sure you have a warranty.",0,0
HP,470 G5 (2UA28UT#ABA),2,HP Probook 470 / 450 G5,2018-08-30,Pros:- Some models have fast NVME M.2 / M2 PCIe x4 boot disk- W 10 Pro- Mine came with 16 GB & W 10 Pro 64 Bit- Luckily I knew NewEgg has a nice Return RMA process with NewEgg prepaid shipping label to replace my laptop with delivered broken Lan Gigabit RJ-45 port on motherboard,"Cons:Long-term issue is battery replacement is difficult and time consuming; REQUIRES keyboard removal and is very complex.  See HP service & maintenance manual for HP ProBook 470 / 450 G5.HP only sells 8th Generation 1.8 GHZ 4 core Intel i7.  No 6 core i7 and nothing above 1.8 GHZ manufactured yet in these ProBook 470 / 450 17 inch & 15 inch model(s).  Other more serious issues:1) HP build & test quality has gone down.  Factory recently loaded software had broken W 10 News App.  Would not work with Nvidia Graphics Cardc.  Had to reload MS News App from MS Store2) Laptop had working daughtercard W-Fi 11AC so I was able to connect to MS W 10 Pro updates and also get W10 app re-installed.  But HP laptop mother board had broken Lan Gigabit RJ-45 port on motherboard3) HP web support driver and software site does not allow downloading to a non-HP laptop to rebuild or replace a bad driver via manually carrying the new driver(s) or software to the disabled HP target that is not connected.  It is a Catch-22.  Both Dell & Lenovo support downloading drivers and updated, latest software release from their support website.4) HP Cloud Recovery website is VERY VERY slow.  Took me 11 hours to download 16 GB USB 3.0 recovery drive.5) The HP Live Chat Support is very tenuous.  Queues were even high after 11 pm at night.  HP Live Chat back office went down / offline 4 times in an hour, forcing me to re-queue start over",Other Thoughts:I would wait for other laptop(s) with better build quality and easier user disassembly & replacement.,2,0
HP,470 G5 (2UA28UT#ABA),5,Pleasantly surprised,2018-07-03,"Pros:Fast, solidly built, decent price, and nice screen. The 1080p FHD screen is welcomed versus the QHD resolution.",Cons:None for this single unit. Will see the reliability after purchasing three more.,Other Thoughts:Picking up three more of these for a medical practice to replace circa 2012 Probooks.,0,0
HP,470 G5 (2UA28UT#ABA),5,HP Laptop ProBook #2UA28UT#ABA,2018-06-30,"Pros:Excellent laptop, price was $70 .00 less  than ""another large vendor"".",Cons:None at this time.,Other Thoughts:I would buy and recommend this HP ProBook Laptop.,0,0
DELL,E6430,4,"Wonderful laptop, very good condition at a refurbished price",2017-12-06,Pros:Great product at a great price,Cons:Not any i could think of,Other Thoughts:Packaging could have been better,0,0
DELL,E6430,1,Frustrating Set-Up Process,2017-08-09,"Pros:The laptop was in very good condition physically, no major dents or scratches.","Cons:The computer had a defect in booting. No matter what I did, I couldn't get past the first couple initial set-up pages. Spent an hour and a half on hold with Joy Systems and their solution was to send me a Windows 10 disc to reinstall Windows 10, but I couldn't even get the computer to start with or without the disc in, so I sent the whole laptop back to be replaced. I'm very frustrated with how long this whole process has taken. It's been 3 weeks since I ordered, and I still don't have a working laptop.",,0,0
DELL,E6430,4,Great Laptop! Fast and easy to use!,2016-12-14,"Pros:I was looking for a laptop for my son (he is 9). I could not afford alien ware gaming laptops, so I needed to find something he could use for that cheaper. This product is amazing. Supposedly its scratch and dent, but it looks brand new to me! And its faster then my  computer. I am half tempted to steal this laptop for myself lol.","Cons:Only downside (it may have been a stock issue) is that mine came with Windows 7. I would have really liked Windows 10 with it, but ill take the extra storage and speed over that any day.",,0,0
DELL,E7240,4,"Light, Low Cost, Travel Notebook...",2018-03-03,"Pros:- Light, powerful, quick, and low profile. Sturdy platform with nice keyboard.- Refurbished, price was right.- Fast processing, excellent packaging (shrink wrapped, bubble wrapped, boxed.","Cons:- Refurbished, so older. Willing to make this tradeoff for price.- Smallish SSD. But able to upgrade if necessary.- Buzzing sound from laptop after purchase. Ran settings adjustment on Bluetooth and has seemed to fix.- Buzzing sound from adaptor. Addressing but may need to coord with refurbisher.","Other Thoughts:So far, very happy with this product. I would recommend this laptop to those who are willing to cede currency for price. It does what I need it to do and is very portable at a price that is very likeable (~$300).",0,0
DELL,E7240,5,Great little laptop,2017-10-05,Pros:Runs fast and has all the features I wanted,Cons:Not a lot of storage but comes with cloud storage so it hasn't been a problem for me so far,,0,0
DELL,E7240,5,Works like a charm,2017-04-27,Pros:- Sleek design- appreciable SSD- runs quick,Cons:- Haven't run into anything yet.,,0,0
HP,8460P,5,Hp refurbished,2018-04-09,Pros:Plenty of things to upgrade with in the future and various ports to use as well,Cons:Not touchscreen.,Other Thoughts:The USB wifi is great as well no software needed to use.,0,0
HP,8460P,1,Deceased work done,2018-03-31,Pros:- almost no scratch- cheap price for a 2nd Gen I5,"Cons:- Huge white dot very visible in the screen.- First start, the computer does not turn on. look for the problem and find something unacceptable. The CPU socket was not locked. I am disappointed to see her for a refurbished computer.",,1,0
HP,8460P,4,90% Good Clean Refurb with one issue,2018-03-29,Pros:Good Clean Refurb. Scratches and dents were minor.Everything works except for RJ45 - See below,Cons:RJ45 Network Connector Damaged.4 Pins very badly bent.No Network activity - No Lights - indicates network cable unpluggedWireless Network is the only working adapter,Other Thoughts:I guess that is what you get for Grade C.It will perform the function for which it was purchased.Other than the damaged RJ45 - Very SatisfiedThis is the third refurb unit I have purchased of this model.,1,0
HP,650 G1,5,great product!!,2019-01-16,Pros:came just as described,Cons:had to activate win 10 with a different key,Other Thoughts:overall great buy for anyone that needs a good laptop,1,0
HP,650 G1,2,Bad refurbished laptop,2018-11-04,Pros:Got the unit on time and it was clean and no scratch or mark oni.,"Cons:Don't buy this, ""out of box failure"", first time powered on, screen was black (no image and sound). Why don't they check it before sent it out?! Had to return it and could only get credit, suck!",Other Thoughts:Would not recommend.,1,1
HP,650 G1,5,Great quality laptop,2018-08-15,Pros:This laptop is in great condition. No scratches or anything. Would buy again!,Cons:None!,"Other Thoughts:Had some issues with the license not activating at first, but turns out the key had come lose from the laptop and fallen into the shipping box.",2,0
HP,650 G1,5,great product!!,2019-01-16,Pros:came just as described,Cons:had to activate win 10 with a different key,Other Thoughts:overall great buy for anyone that needs a good laptop,1,0
HP,650 G1,2,Bad refurbished laptop,2018-11-04,Pros:Got the unit on time and it was clean and no scratch or mark oni.,"Cons:Don't buy this, ""out of box failure"", first time powered on, screen was black (no image and sound). Why don't they check it before sent it out?! Had to return it and could only get credit, suck!",Other Thoughts:Would not recommend.,1,1
HP,650 G1,5,Great quality laptop,2018-08-15,Pros:This laptop is in great condition. No scratches or anything. Would buy again!,Cons:None!,"Other Thoughts:Had some issues with the license not activating at first, but turns out the key had come lose from the laptop and fallen into the shipping box.",2,0
Lenovo,T520,1,Useless,2016-02-08,Pros:Decent size and comfort and speed at the pricepoint,Cons:Batter dies in 30 minute. Makes it a pretty useless device.,,0,0
Lenovo,T520,4,T530 Thinkpad,2015-12-02,Pros:For a refurbished unit it is excellent. Would highly recommend. Have installed windows 10 and it runs great.,Cons:Had 2 different memory modules installed. One was 1066 and one was 1600. This caused the system to revert to the slower speed. Was 8 gb as advertised just different speeds. Changed out the 1066 to 1600 and now it is good to go. The average user probably would have never noticed. Also the cam is a little fuzzy looking. These reasons are why I deducted One star.,Other Thoughts:Looked brand new. Not like a refurbished unit/,0,0
Lenovo,T520,5,A sweet deal,2015-09-15,"Pros:6GB of RAM, an SSD, a 15.6"" screen, and an i5 for ONLY $313?!That is an unbelievable steal for this Thinkpad. The keyboard is great, and so is the touchpad. This thing literally boots into Windows 10 in two seconds.","Cons:The only con I can think of is that it gets a bit hot near the cpu fan, which is to be expected. It's nothing too bad though.There's not much in the way of a warranty, so I guess that's worth considering if you're scared of refurbs.",Other Thoughts:You seriously can't get a better laptop for this price.,0,0
DELL,E7240,4,"Light, Low Cost, Travel Notebook...",2018-03-03,"Pros:- Light, powerful, quick, and low profile. Sturdy platform with nice keyboard.- Refurbished, price was right.- Fast processing, excellent packaging (shrink wrapped, bubble wrapped, boxed.","Cons:- Refurbished, so older. Willing to make this tradeoff for price.- Smallish SSD. But able to upgrade if necessary.- Buzzing sound from laptop after purchase. Ran settings adjustment on Bluetooth and has seemed to fix.- Buzzing sound from adaptor. Addressing but may need to coord with refurbisher.","Other Thoughts:So far, very happy with this product. I would recommend this laptop to those who are willing to cede currency for price. It does what I need it to do and is very portable at a price that is very likeable (~$300).",0,0
DELL,E7240,5,Great little laptop,2017-10-05,Pros:Runs fast and has all the features I wanted,Cons:Not a lot of storage but comes with cloud storage so it hasn't been a problem for me so far,,0,0
DELL,E7240,5,Works like a charm,2017-04-27,Pros:- Sleek design- appreciable SSD- runs quick,Cons:- Haven't run into anything yet.,,0,0
HP,8540P,4,HP Elitebook 8540P,2016-11-07,"Pros:Notebook was packed well. It looked new. I was impressed with teh overall appearance out of the box. Overall, I rate the condition of the exterior at 98%. Only a couple of small skid marks on the bottom of the chassis and the OS sticker gave away it was a refurbished unit.It started up and went through the final setup screens as the OS, WIN 7 64 Professional, was a fresh install. I did have to install the device drivers for the quick launch buttons and the fingerprint reader. Both easily accessible from HP's website. The OS install was from May 2014. So, only a few months of Windows Updates were required.No bloatware was installed on the system. So, I could get right to the work I wanted to do within minutes.","Cons:The battery that came with this unit was completely dead and would not hold a charge. I tried several times get it to work, but it refused. It's disappointing that a ""refurbished"" laptop's battery, an essential part of the unit, was clearly not ""refurbished or checked in any way. I'd rather they shipped the unit without a battery and indicated one needed to be purchased on the product page.","Other Thoughts:I purchased this laptop and planned to upgrade it as soon as it arrived. Once I verified everything was working and the updates were installed, I cloned the drive to a 480GB SSD from Seagate using their software tool. I had very little trouble installing the SSD into the Laptop and it only required a small change of settings in the BIOS to have it up and running. This sped up an already speedy system.This version comes with the I-7 620M, a dual core part, and the memory supported maxes at 8GB. The system board provides two slots for RAM, one under the keyboard and one under the chassis. This unit came with 4GB installed - 2GB in each slot - of Samsung branded 1333Mhz RAM.  I switched these for two HP 641369-001 4GB 1600Mhz PC3-12800 sticks, for a total of 8GB of RAM.I also switched the battery for a cheap aftermarket battery.Everything booted fine the first time - no issues with the upgrades.UPDATE - 11/7/2016 - Everything is still working fine. This thing has handled daily use at work and still keeps pace. Added a docking station and desktop monitor for dual display (along with laptop display), full size keyboard and mouse and couldn't be happier. Very good investment a couple of years ago.",0,0
HP,8540P,2,looks good but,2015-08-12,Pros:this laptop looks great and is fast,Cons:I had to RMA the first one for bad video.  It started fast and was fine till I started Firefox or IE then the video went crazy.  The replacement started fine but under any load it shut down and restarted.  After 2 bad laptops I went a refund.,Other Thoughts:NewEgg is great to work with,0,0
HP,8540P,4,ALMOST all that was promised,2014-09-12,"Pros:The unit was packed well for shipping, and it appeared almost cosmetically perfect on removing it from box.  If not for a small, almost imperceptible ding on top, the unit could pass for new.Either I got lucky or Newegg is making an effort to cherry pick the best for resale.   So far, it has preformed flawlessly.","Cons:It was represented on the website as having a webcam,  which it does NOT.    There are different versions of the 8540p which can differ somewhat in features.   The version number I found on the unit is NU486av which I don't think Newegg provided in their info.  Information on the web indicates that version does not have a webcam,  though it was represented by Newegg as having one.",Other Thoughts:I've only owned the laptop for one day,2,0
Lenovo,T530,5,Excellent Unit,2018-03-23,"Pros:Condition was excellent, no scratches or dings.Performance was much faster than I was expecting.Shipped pretty quickly.","Cons:None really.OK it's an older unit - but that was known when I ordered.No HDMI, but does have a mini display port.","Other Thoughts:I would recommend, if you are in need of a ""fit for purpose"" unit.  This may be what you've been looking for.",0,0
Lenovo,T530,5,Great condition,2018-01-30,Pros:-Condition of laptop was great-Performs as expected,Cons:none so far,,0,0
Lenovo,T530,1,Lenovo Refurbs,2017-08-15,Pros:Fast shipping,Cons:Item arrived with JB weld attempted repair and a cheap generic Chinese adapter,Other Thoughts:Had to bed for money back sending back for refund.,2,1
Lenovo,ThinkPad L430,5,Great Value!,2018-12-09,Pros:Great Condition.  Fast Processor.  Lenovo update service.,Cons:None that I can see.,Other Thoughts:Looking for a fast processor?  Looking for a computer to use at church or an organization to dedicate to use for projecting items?  This is it!  Much faster than my own older i5 processor.,0,0
Lenovo,ThinkPad L430,3,"Good, solid laptop for the money",2018-10-07,Pros:Cleanno significant wearruns Fedora and Ubuntu seamlessly,"Cons:Battery is terrible (immediately drops to 75% after charge).  After a few days it won't hold a charge for more than about 15 minutes.  They guarantee 30 minutes and sounds like they'll take it back but cheap new batteries are available from other major on-line retailers.Suggest adding at least 4GB more memory, especially if you plan to keep Windows 10",,0,0
Lenovo,ThinkPad L430,3,Clean Product,2018-10-06,Pros:The machine is clean and set up properly/good price.,Cons:The battery will not take a charge and is completely dead. The difference in the price when I bought it and the price now will be offset by buying a new battery.,,0,0
DELL,E6330,5,Better laptop than expected,2016-08-24,Pros:Very fast and light weight. Wanted a smaller laptop for my son so that it is easier to carry around school. The online description indicated that it was  an Intel Core i5 and after turning it on and checking the specs I found it to be an i7.I am always concerned about purchasing a refurbished computer and if there are any issues how will they be handled. Not to worry in this case. 15 minutes after plugging in the power supply it burnt out. I Emailed JoySystems and they promptly replied that they would be sending out a new power supply and what I needed to do to return the old one. They sent the new one Fedex and I had it installed in a few days.  I would definitely purchase from them again.,Cons:None at this time.,,0,0
DELL,E6330,5,Works Great,2016-08-12,"Pros:Small, lightweight, and fast set-up. No DOA issues. No bloatware! Back-lit keyboard is a nice touch, and I like the slightly scalloped keys.","Cons:I actually use the laptop on my lap occasionally, and I keep accidentally hitting the eject button on the disc drive.","Other Thoughts:I would recommend this to others looking for a small, portable laptop for typical household use. I haven't traveled with it yet, but it is lighter than my old Macbook pro.",0,0
DELL,E6330,4,DELL Laptop Latitude E6330 Intel Core i5 3320M,2016-08-10,Pros:Super laptop with lots of memory and speed. The SSD is outstanding.,"Cons:Battery wouldn't hold a charge, and the telephone support seems hopeful because of the long delays to get through.  Ordered a new battery online costing money.",Other Thoughts:The product is good and worth the money; support not good!,0,0
HP,840 G1,4,Good Value,2019-02-22,"Pros:I upgraded from a barely useable netbook to this refurbished HP laptop to use for basic functions (web, word processing, using as an interface for lab equipment). Had some scratches on the underside but the top side, screen and keyboard were clean. Great extra laptop at a good price - Intel i5 chip, 8MB RAM and SSD make for a quick and responsive basic laptop.","Cons:The screen could be better but at this price, its fine.",,0,0
HP,840 G1,5,Absolutely Fabulous,2019-01-28,"Pros:Almost new looking; small paint chip on lower case, left hand corner. I added 8 GB RAM. Now boots with 16 GB dual channel RAM. Only Win10 Pro was on the SSD. I added many business programs. This notebook on full charge indicates 5.5 hours battery life.","Cons:No real problems, but I did have to go to the HP website to download drivers and the updated BIOS.",Other Thoughts:I would purchase this product again. I recommend that the HP EliteBook 840 G1 and its successors be seriously considered by anyone who wants a business notebook.,0,0
HP,840 G1,1,Power won't turn off,2018-12-24,Pros:Nice look great,"Cons:I bought this product for Gift for my family for Christmas present. it was wrapped and opened christm-as eve, it won't turn on the power at all. Can we return this and get another one",,0,3
Apple,A1278,5,"Apple MacBook Pro (Grade A Refurbished), A1278 MD101LL/A (2012)",2017-05-28,Pros:looks like a brand new computer. No signs of wear at all! Top notch!,"Cons:Was disappointed when the unit arrived with OS X El Capitan instead of OS 10.12 Sierra as indicated in the item description. However, we were able to receive a free upgrade to Sierra; the only problem with that is it took roughly 7 hours to complete this process. Upgrading to Sierra itself took only about 45 minutes however, before the computer would accept the upgrade , it had to go through some type of file encryption process which took several hours to complete.","Other Thoughts:All in all, still a very good deal (5 Eggs), just bummed that it took so long to setup. Will probably upgrade the RAM to 16GB.",2,0
Apple,A1278,4,Grade A Condition - But dont forget that its a 4-5 year old laptop,2017-02-08,"Pros:- Perfect Refurbished Condition- Works as expected- Great display - (Not Retina, but still top notch)- Still has CD rom Drive","Cons:- Battery life is lack luster compared to todays ""newer"" laptops- Hard drive speed is okay - I will eventually swap Hard drive to SSD","Other Thoughts:I would Recommend to others- (Upgrading the hard drive and the battery is still cheaper then the bottom grade newer macbook pro, and outside of the retina display, it will perform with the best of them.",2,1
Apple,A1278,5,Looks brand new!,2016-12-29,Pros:Item looks and runs brand new!No sign of wear of any kind!Seller ships quickly and efficiently.Item came with a charging cord and original box.,"Cons:No cons as of yet, however if an issue does arise, I will notify seller.",,2,0
HP,6570B,5,Great product. Easy to set up and use,2016-12-04,"Pros:Blazing fast SSD,Good size display.Fast processor.USB 3.0 ports available for use with those external devices.Good webcam.Good wifi.",Cons:No HDMI port. This was a compromise I made when searching for a laptop as those with an HDMI port were around $1000.,Other Thoughts:Would definitely recommend this. It replaces a seven year old Toshiba Satellite  notebook that had a 128 Gig HDD and was very slow.  This computer cost as much as that one cost new but is much faster and more pwerful.,0,0
HP,6570B,2,lightning fast for a day,2016-11-17,"Pros:16gb ram 256g ssd 15 second boot into windows 10 for under $500.00USB 3.0, serial port","Cons:laptop didn't recognize AC adapter(after 1 hour of use), thus battery didn't charge. same old unsolved  HP problem that made it thru JOY system's rigorous refurbishing  routine. Returned for refund after 2 days",,0,0
HP,6570B,5,Great Deal!!!,2016-05-11,Pros:LOW price.  Lots of memory.  FAST proc (for the price).  Good size SSD.  Windows 10 PRO!,"Cons:Little on the heavy side...  Wasn't expecting it to weigh as much as it does, but that's a minor detail and not worth knocking an egg off the review.","Other Thoughts:Was hesitant to purchase a ""refurbished"" laptop, but this thing LOOKS brand new.  Just a few small scuffs on the surface, but I really have to look close to notice them.  With the 16 GBytes of RAM and SSD, this thing takes 18 SECONDS to put up from a powered off state.  18 SECONDS!!!!  Wanted the most memory and an SSD and this laptop fills the bill.  A new laptop with the same OS and specs would've cost $1600!  At this price, this laptop is a no brainer!  If you're on the fence, don't hesitate.  You won't be disappointed!",0,0
HP,8560W,1,DO NOT BUY!,2016-02-07,Pros:-seemingly good specs,"Cons:-graphics card is garbage, will randomly crash, unable to fix",,0,1
