Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
DELL,E7450,5,Best laptop ever purchased,2018-08-17,Pros:Newegg Business sold me thru JoySystems a refurbished Dell E7450 laptop. It is fabulous and seems brand new.,Cons:I should have bought this sooner.,Other Thoughts:Buy refurbished.  Save money and get great value.,0,0
HP,8570P,1,Y-2k issue,2017-04-06,Pros:Almost there,Cons:Laptop came with 2 letter K keys and no letter T between the letters R and Y.  So seems to be the old Y2k issue.,Other Thoughts:I'll be sending the laptop back.,0,0
HP,EliteBook 8460p,5,Great product and easy to setup,2019-02-08,"Pros:Great deal, decent specs for the price",Cons:Had a windows 7 and intel sticker on it unfortunately.,Other Thoughts:I would highly recommend this product or anything else from this supplier Arrow Direct,0,0
DELL,E5450,5,Great deal in a refurbished laptop.,2018-07-21,Pros:Great deal in a refurbished laptop. Looks like it is brand new.,Cons:No cons thus far.,Other Thoughts:The laptop came via Joy Systems. very happy with them.,0,0
HP,640 G1,5,"Good Value, Great Quality",2017-12-01,Pros:Makes a good Christmas present for the family. Easy to set up and works perfectly fine for what I want. Nice screen and runs like new.,Cons:Keyboard feels old other than that nothing,,0,0
HP,6460B,2,Great Laptop...But a few issues with it being a refurb,2017-05-07,Pros:- Runs Fast- Not bad for mid-level gaming,Cons:- Runs hotter than most laptops,"Other Thoughts:As a refurb, I didn't have high expectations. And I have to say I wasn't disappointed. The first laptop we received, the M key didn't work. Not a big deal. I contacted the company listed and they replaced the laptop. The replacement laptop was only used a handful of times since we got it in January. However, over the last few days, it has been used heavily and we got the dreaded white screen this morning. Not a simple repair if you are lacking the correct tools. Either way, I'm not happy that I have to deal with this in less than 5 months of receiving it. Luckily, I bought the extended warranty and will be contacting them for a repair later today. Overall, this laptop is pretty decent. Just don't be surprised if you get a few lemons before you get a good one.",0,0
HP,6470B,3,Easy to Set Up,2016-10-10,Pros:I like the fact that the product is having activated window and portability of it.,"Cons:what I did not like is that the republishing was not finished well in the product sent to me, five keys on the keyboard where not fixed well they pilled of, the keys are Backspace, enter, shift on the right hand, J and slash key. Also the shift key is not working.",Other Thoughts:I will recommend it but I advise that they  make sure that the do go finishing on their products.,0,0
Lenovo,T430,5,Lenovo means value and reliability,2018-02-05,"Pros:Very speedy startup and execution thanks to the SSDRefurbished to a like-new appearanceA variety of ports for easy interconnectivityIn my experience, Lenovo is a very reliable and well-made computerBenchmarks under Win 10 are excellent for the priceVery sharp screenA great computer for home, students or business","Cons:No HDMI port, but includes both VGA and display port","Other Thoughts:Lenovo makes excellent laptops. They're well-designed, rugged, and run reliably. The T430 is not the newest, but it's a delight to use, and the keyboard is especially good for those who do a lot of typing. Highly recommended",0,0
HP,ZBook 15,4,Everything I was looking for and more,2018-12-15,Pros:64GB of Ram (4x*8GB Modules)swap DVD for HDD (with Separate Carrier)Ability for a Second BatteryThunderbolt™ 2Backlit KeyboardNvidia Quatro K2100M Video Card with 2GB of MemoryFull Keyboard with Number PadBiometric Sign-in with Win101920x1080 anti-glare screen (Movies/Netflix look great on it)Display port and VGA port (without Dock station)2 Core/4 thread i5 CPU & The ability to Upgrade to an I7 CPU (4th Generation Intel® Core™ i7-4910MQ),"Cons:It's a bit heavy, but it is a desktop replacementBattery life is not great, without the Second Battery it clips to the bottom of the laptop.The only con use wise I have on mine is the Keyboard is a bit stiff.","Other Thoughts:Buy the Second battery, HP BB09 Ultra Extended Life Notebook Battery (secondary battery)CD slot HDD carrier for second HDD, and remember the Carrying Case for the carrier.",1,0
DELL,E6230,5,"RMA no problem, ignore my other review",2018-10-03,Pros:Newegg had no issue sending rma labels,Cons:None yet,,0,0
HP,640 G1,5,"Good Value, Great Quality",2017-12-01,Pros:Makes a good Christmas present for the family. Easy to set up and works perfectly fine for what I want. Nice screen and runs like new.,Cons:Keyboard feels old other than that nothing,,0,0
DELL,E5450,1,Never again,2019-03-04,Pros:It got here quickly,"Cons:It died after 2 weeks of using it.  I was working and it made a pop sound and the screen looked like a black lava lamp.  I also ordered a processor for another computer that didn't work either.  It said it was under warranty and surprise surprise, it's not",Other Thoughts:Buy NEW from a reputable dealer.,0,0
DELL,E6420,5,DELL Laptop Latitude E6420,2016-05-17,Pros:Prompt delivery of the Joy Systems refurbished laptop. Clean in every respect and the system delivered exceeded the specs offered: processor speed and memory capacity. One year warranty a big plus.,Cons:None,"Other Thoughts:Do not hesitate, great value.",0,0
DELL,E6410,1,Disappointment...,2015-07-15,Pros:None. Got what would have been a great Shell Shocker deal if I'd been shipped a passable unit.,"Cons:Display was broken in a way that would not have been caused during shipping. It was simply ignored during ""refurbishing"".Keyboard was smashed in a corner area, with the result that the 'page-up' key doesn't always register a key stroke.","Other Thoughts:Despite Newegg having a virtually-identical refurbished product in stock (same seller, base model, processor, SSD specs, etc.), I seem to be limited to a product with the very same item number. Very disappointing.",1,0
HP,8460P,5,Use this machine every day. Love it!!!,2017-06-07,Pros:It does everything i need it to on and i have used it daily since purchase with no issues.,Cons:None. Product was exactly what I expected.,Other Thoughts:Great product.,0,0
DELL,E7240,1,Received wrong computer,2017-02-17,Pros:-Returned computer with minimal hassle,Cons:-Ordered this computer and received an Dell I5 computer without touchscreen and backlit keyboard capabilities,,1,1
HP,8470P,5,Another great experience with Atlanta Electronics,2017-09-26,"Pros:I ordered 2 machines around the same time. I had a problem with one of them (which can happen sometimes). I was afraid of getting a hard time from the company. Matt was terrific. We discussed the issue and he told me to send it back (sent me a free shipping label, etc) and he would reimburse or I could choose another laptop. This is the nightmare scenario when buying online... that the company will give you a hard time if you have a problem. Matt couldn't have been better, more thorough or easier to work with. I will be doing more business with him in the future.","Cons:no cons. Everything went smoothly. Thanks, Matt!",Other Thoughts:would definitely recommend!,0,1
Lenovo,T450S,4,Looks good so far,2018-12-03,"Pros:First refurbished laptop I've bought and wasn't sure what to expect for a Grade B, but physical condition is excellent.  Few scuffs here and there but overall very happy.","Cons:Can't comment on the screen or keyboard or if it even turns on yet as it came with the wrong AC Adapter.  It came with this one '42T4430', which doesn't fit the T450s.  Trying to get in touch with Newegg support to get the correct adapter.  If there's a better way to go about this than through live chat, let me know.UPDATE: Newegg directed me to contact ArrowDirect and they shipped me the correct AC Adapter.  All is working well now.","Other Thoughts:I used a ThinkPad around 10 years ago when I did tech support and software training, and it's still my favorite computer.  Hoping this one is just as good.",0,0
DELL,E6420,3,Used laptop,2018-09-14,Pros:worked,"Cons:Battery wore out, low amount of ram  touch pad didn't start working right until I increased the ram.",Other Thoughts:If this is a grade A laptop I would hate to see a class C.,0,0
Lenovo,ThinkPad T440s,5,Great Product,2018-12-20,Pros:Super cheap compared to other similar items and in perfect shape as well.  Extremely Satisfied!,Cons:Nothing,Other Thoughts:I would definitely recommend purchasing an item from this seller.,0,0
Lenovo,T440P,5,Refurbished but almost new,2017-12-13,Pros:Simple design that makes a lot of sense. Fast CPU and lots of memory. These laptops are work horses that are perfect for any business.,Cons:The touchpad could use some improvement. I prefer the touchpads on the T420's.,"Other Thoughts:We purchase a lot of used and new products for our business. I find these Lenovo laptops are priced just right for what we need. The T series allows users to use a docking station which is great for mobile users. I also like that fact that these laptops can be completely upgraded without much hassle. Swapping memory, hard drive, or even the cpu is done fairly easy.The seller we purchased from (JoySystems) delivers our products very clean and well packaged. It's hard to tell these are used. Plus they provide a 1 year warranty which is great!",0,0
DELL,E6540,5,"worked great, perfect condition",2018-12-08,Pros:grade A conditionworked wellfastinstalled SSD and worked even better,Cons:none so far,Other Thoughts:would buy again without hesitation,0,0
Lenovo,T540P,5,"SUPERB Laptop.  Everything I needed & more.  Fast, quiet & easy to use.",2018-04-27,"Pros:I had been using a rather lousy laptop for doing recording of Audiobooks.  In the editing process in particular, I would delete 2 seconds & then I would have to wait 10 for the computer to be ready to do anything, resulting in all kinds of time wasted.ZERO lag time on this laptop.2 nights ago we were casting a movie to our tv from my wifes HP.  It was sluggish & kept pausing.  I said ""try mine.""    We had thought it was our internet connection speed.  Nope.  With this laptop casting it, we were able to stream HD with no lag.  Yay!!Also,   I love having a standard size keyboard with 10 key.  Not many laptops that have that.  Not the reason I bought it, in fact I didn't even notice it until after I had clicked order, but I'm glad I got it.Display is nice & a good size.All kinds of ports are great.Still having an optical drive is nice too.And the thing is built like a tank.","Cons:Whose 'brilliant' Idea was it to put the function key where ctrl is on a normal keyboard?  That's been my only frustration with it so far.  I'm a keyboard shortcut kind of guy, but when I click what I think is ctrl-A  and nothing happens, its a letdown.  I've had it for a week and I can't tell you how many times I've hit the wrong key there.  I'm sure I'll get used to it.Also, Battery life is a little lower than I would hope.  I usually will have it plugged in, but it would be nice if it lasted more than just a few hours.aaand... No HDMI port.  I'll live.","Other Thoughts:Don't waste $150-300 on a low end laptop that will start telling you it doesn't have enough memory for updates in 6 months when you can spend just a little more and get this tank.  I'm sold. When we need to get a new laptop for our store in another 3 months, we'll spend a little more & get this or something like it.This is portable & powerful & that's what I needed.",0,0
HP,2560P,1,Poor Quality Control,2016-05-21,"Pros:OK value for the advertised specs, if you can get a working unit.Compact size.","Cons:First unit arrived defective, and would not accept a charge.  Charger was tested and replacement tried, to confirm the issue was the notebook itself.  It was returned for replacement.  Cosmetic condition appeared decent otherwise.Second unit arrived in worse cosmetic condition, and was actually dirty.  Especially disappointing were cheap stickers that were applied to all the keys on keyboard, presumable to ""fix"" ones that had symbols worn out.  Two sticker edges were already peeling up when it arrived to me.  Sticker edges catch on your fingers and already in one day are collecting dust and lint.  Also the ""finger stick"" button in center of keyboard to use for mouse does not work.  In fact it's not even attached, and will fall off if you turn keyboard upside down.I would consider living with the above rather than going through the hassle of yet another product return, except I also fear it has trouble with overheating.  The fan runs continuously, even when idle.  It even increases to high speed occasionally when idle and almost always jumps to high speed during normal use.  The vents are unobstructed and it's currently only 66F degrees in my office.",Other Thoughts:I wish I did not buy this notebook.  I purposely paid a few dollars extra because it was sold by Newegg and not a 3rd party.  I mistakenly thought that might ensure some minimal quality control with refurbished units.,1,0
DELL,E7240,3,Decent Product. A lot of bugs. Still useful.,2017-12-05,Pros:The product works! The computer is fast and turns on at least! The fact that I spent 370 for 16GB was such a steal. I can still do homework and research daily. Or even just listening to music or to browse. I also liked how I received instructions on how to activate Windows 10.,"Cons:However, I've had a lot of problems the moment I turned on the laptop. As soon as I turned it on, the computer wouldn't turn on all the way or go into BIOS for setup. I had to google what to do and take out the hard drive myself. As soon as I fixed that, I had issues connecting to my home network. Luckily, I was able to go to a friend's and the Wi-Fi worked fine. I updated my driver and now my Wi-Fi connects but it won't connect to some other networks. Also, I tried to upload a homework assignment before and the website kept crashing. I don't know if it's the settings the laptop is under or if I'm missing a software program like Microsoft Word, but that in itself aggravated my experience. Also, the sound buttons for the top left corner of the keyboard aren't working and I couldn't find google's answer. Even though this is a refurbished laptop, there shouldn't be this many problems.","Other Thoughts:All in all, I've had a lot of problems with this laptop in less than a week. I mean, I'm glad it still works and I can do homework. It's definitely manageable. But if I had the choice to buy this laptop again, I would not buy again. I wouldn't recommend this to a friend unless they think they can fix all the bugs on their own. But as a naive and immature student with barely any knowledge in computer, it was a slightly aggravating process.",0,0
Lenovo,T540P,5,Fantastic Laptop for the Price,2018-10-19,"Pros:An SSD is absolutely essential for most Windows 10 machines, but especially for a laptop.  This machines 256GB SSD is a reasonable size.  Add given the quality that is inherent in Lenova's Thinkpad line, it is an ideal laptop.  Although this machine was originally designed and sold in 2014, its spec still holds up.  The screen resolution is absolutely amazing with a very advanced graphics card.   It has a ""Thunderbolt"" mini-display port that supports HDMI  The machine I got was definitely ""A Grade"", which is important for a refurbished machine.  Note that although it is listed as not having an optical drive, I actually got one as well as a fingerprint reader.  Just the luck of the draw.","Cons:I've mentioned the graphics card, the high resolution, and HDMI.  I used an adapter to connect to a 4K TV and found that although it definitely produces 4K, the I5 apparently limits streaming at that rate.  Newer Thinkpads have I7 which might be useful for heavy computation, 4K streaming or VR.","Other Thoughts:Although not part of the specification, the machine I originally received had a fingerprint reader.  I determined that it was defective and, remarkably, Joy Systems offered  me a replacement.  I found Joy Systems customer service to be quite responsive for a small company.  I worked with Jorge Escorcia, who helped with the diagnosis and the shipping.  I now have a great laptop with a working fingerprint reader.",1,0
